posicao,quantidade_chaves
811,0
812,1
813,1
814,0
815,1
816,0
817,0
818,2
819,0
820,2
821,1
822,1
823,1
824,0
825,0
826,2
827,1
828,1
829,2
830,1
831,1
832,0
833,0
834,0
835,2
836,0
837,1
838,1
839,1
840,0
841,0
842,2
843,1
844,0
845,1
846,3
847,1
848,2
849,0
850,0
851,2
852,0
853,1
854,2
855,1
856,0
857,0
858,2
859,1
860,0
861,1
862,0
863,0
864,0
865,1
866,1
867,0
868,0
869,0
870,0
871,2
872,0
873,1
874,0
875,1
876,1
877,0
878,0
879,2
880,2
881,0
882,0
883,1
884,1
885,1
886,1
887,1
888,0
889,1
890,0
891,2
892,0
893,0
894,0
895,0
896,2
897,2
898,0
899,1
900,0
901,0
902,0
903,0
904,1
905,0
906,0
907,1
908,2
909,0
910,0
911,0
912,0
913,0
914,1
915,4
916,0
917,0
918,0
919,0
920,0
921,0
922,1
923,2
924,0
925,2
926,1
927,1
928,1
929,1
930,0
931,2
932,3
933,0
934,0
935,0
936,0
937,2
938,2
939,0
940,0
941,1
942,1
943,0
944,0
945,0
946,1
947,1
948,0
949,0
950,2
951,0
952,0
953,3
954,1
955,0
956,1
957,0
958,1
959,1
960,1
961,0
962,1
963,0
964,2
965,2
966,0
967,1
968,0
969,0
970,0
971,0
972,0
973,0
974,1
975,2
976,0
977,0
978,1
979,0
980,1
981,0
982,1
983,0
984,0
985,2
986,0
987,1
988,2
989,1
990,1
991,1
992,0
993,0
994,1
995,0
996,2
997,0
998,1
999,0
1000,2
1001,3
1002,1
1003,0
1004,2
1005,0
1006,0
1007,0
1008,0
1009,0
1010,2
1011,0
1012,1
1013,1
1014,0
1015,0
1016,0
1017,4
1018,0
1019,1
1020,0
1021,1
1022,0
1023,0
1024,1
1025,2
1026,0
1027,1
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,1
1036,0
1037,0
1038,0
1039,0
1040,0
1041,1
1042,1
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,1
1051,0
1052,2
1053,0
1054,1
1055,0
1056,1
1057,0
1058,2
1059,0
1060,0
1061,0
1062,1
1063,0
1064,1
1065,0
1066,0
1067,1
1068,0
1069,1
1070,0
1071,0
1072,0
1073,0
1074,0
1075,1
1076,0
1077,2
1078,0
1079,0
1080,1
1081,2
1082,0
1083,1
1084,0
1085,1
1086,1
1087,0
1088,1
1089,0
1090,0
1091,1
1092,0
1093,1
1094,1
1095,0
1096,2
1097,0
1098,0
1099,1
1100,2
1101,1
1102,1
1103,0
1104,1
1105,0
1106,0
1107,1
1108,0
1109,0
1110,2
1111,1
1112,2
1113,0
1114,0
1115,2
1116,0
1117,1
1118,0
1119,1
1120,0
1121,0
1122,0
1123,1
1124,1
1125,2
1126,1
1127,0
1128,1
1129,0
1130,1
1131,0
1132,0
1133,1
1134,2
1135,0
1136,1
1137,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,1
1144,0
1145,1
1146,0
1147,0
1148,2
1149,0
1150,1
1151,1
1152,0
1153,0
1154,1
1155,0
1156,1
1157,0
1158,0
1159,0
1160,0
1161,1
1162,1
1163,0
1164,1
1165,0
1166,0
1167,0
1168,1
1169,0
1170,0
1171,0
1172,0
1173,1
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,1
1185,1
1186,0
1187,1
1188,1
1189,1
1190,0
1191,0
1192,0
1193,0
1194,0
1195,2
1196,1
1197,1
1198,1
1199,0
1200,1
1201,0
1202,0
1203,0
1204,0
1205,2
1206,0
1207,1
1208,2
1209,0
1210,0
1211,2
1212,2
1213,0
1214,0
1215,1
1216,1
1217,0
1218,1
1219,2
1220,1
1221,1
1222,1
1223,0
1224,1
1225,0
1226,0
1227,2
1228,3
1229,1
1230,1
1231,1
1232,0
1233,0
1234,2
1235,0
1236,1
1237,0
1238,1
1239,2
1240,0
1241,3
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,1
1249,0
1250,1
1251,0
1252,2
1253,0
1254,0
1255,0
1256,1
1257,0
1258,1
1259,1
1260,0
1261,0
1262,1
1263,1
1264,2
1265,0
1266,0
1267,1
1268,1
1269,0
1270,1
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,1
1279,0
1280,0
1281,1
1282,0
1283,0
1284,0
1285,0
1286,1
1287,0
1288,1
1289,1
1290,0
1291,0
1292,0
1293,0
1294,1
1295,0
1296,0
1297,2
1298,1
1299,0
1300,1
1301,1
1302,1
1303,1
1304,0
1305,0
1306,0
1307,1
1308,0
1309,1
1310,1
1311,2
1312,0
1313,0
1314,0
1315,0
1316,3
1317,2
1318,2
1319,2
1320,0
1321,1
1322,2
1323,1
1324,0
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,2
1333,0
1334,0
1335,0
1336,0
1337,2
1338,0
1339,3
1340,1
1341,0
1342,1
1343,1
1344,0
1345,1
1346,1
1347,0
1348,0
1349,0
1350,0
1351,0
1352,2
1353,2
1354,1
1355,3
1356,2
1357,0
1358,1
1359,0
1360,2
1361,1
1362,1
1363,1
1364,4
1365,0
1366,1
1367,0
1368,0
1369,0
1370,0
1371,1
1372,1
1373,0
1374,1
1375,0
1376,0
1377,1
1378,0
1379,0
1380,2
1381,0
1382,1
1383,1
1384,1
1385,0
1386,1
1387,0
1388,0
1389,0
1390,1
1391,1
1392,0
1393,0
1394,1
1395,0
1396,0
1397,0
1398,1
1399,0
1400,1
1401,0
1402,1
1403,0
1404,1
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,1
1412,0
1413,0
1414,0
1415,0
1416,1
1417,0
1418,0
1419,1
1420,1
1421,1
1422,0
1423,1
1424,2
1425,0
1426,1
1427,1
1428,0
1429,0
1430,1
1431,1
1432,0
1433,0
1434,0
1435,1
1436,1
1437,0
1438,0
1439,0
1440,1
1441,1
1442,0
1443,1
1444,1
1445,3
1446,2
1447,0
1448,2
1449,0
1450,0
1451,0
1452,0
1453,1
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,2
1465,0
1466,1
1467,0
1468,2
1469,1
1470,1
1471,0
1472,1
1473,2
1474,0
1475,0
1476,1
1477,0
1478,2
1479,0
1480,2
1481,0
1482,1
1483,2
1484,0
1485,2
1486,3
1487,1
1488,2
1489,1
1490,0
1491,0
1492,2
1493,2
1494,1
1495,0
1496,2
1497,1
1498,0
1499,1
1500,0
1501,0
1502,4
1503,0
1504,0
1505,1
1506,1
1507,1
1508,1
1509,1
1510,0
1511,0
1512,2
1513,2
1514,0
1515,1
1516,0
1517,0
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,0
1525,1
1526,4
1527,1
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,1
1535,0
1536,0
1537,0
1538,1
1539,0
1540,0
1541,1
1542,2
1543,0
1544,1
1545,0
1546,1
1547,1
1548,0
1549,1
1550,1
1551,0
1552,0
1553,0
1554,2
1555,0
1556,0
1557,0
1558,2
1559,1
1560,0
1561,0
1562,2
1563,1
1564,3
1565,0
1566,1
1567,2
1568,2
1569,1
1570,1
1571,0
1572,2
1573,1
1574,0
1575,0
1576,1
1577,1
1578,0
1579,1
1580,0
1581,0
1582,0
1583,0
1584,1
1585,0
1586,0
1587,1
1588,0
1589,1
1590,0
1591,0
1592,0
1593,0
1594,0
1595,2
1596,0
1597,0
1598,0
1599,1
1600,1
1601,1
1602,2
1603,0
1604,2
1605,0
1606,1
1607,3
1608,0
1609,0
1610,0
1611,1
1612,1
1613,1
1614,1
1615,1
1616,2
1617,0
1618,0
1619,0
1620,1
1621,2
1622,3
1623,3
1624,1
1625,1
1626,0
1627,0
1628,0
1629,2
1630,0
1631,0
1632,1
1633,1
1634,0
1635,0
1636,1
1637,1
1638,0
1639,1
1640,2
1641,0
1642,2
1643,1
1644,1
1645,0
1646,2
1647,0
1648,1
1649,1
1650,1
1651,0
1652,1
1653,0
1654,0
1655,0
1656,0
1657,0
1658,1
1659,0
1660,1
1661,0
1662,1
1663,0
1664,0
1665,1
1666,1
1667,0
1668,1
1669,0
1670,2
1671,2
1672,0
1673,0
1674,2
1675,0
1676,1
1677,0
1678,2
1679,0
1680,0
1681,0
1682,1
1683,1
1684,0
1685,1
1686,0
1687,3
1688,2
1689,1
1690,0
1691,0
1692,0
1693,0
1694,3
1695,0
1696,0
1697,0
1698,0
1699,2
1700,2
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1
1707,1
1708,1
1709,0
1710,2
1711,1
1712,2
1713,1
1714,1
1715,1
1716,2
1717,2
1718,1
1719,0
1720,0
1721,0
1722,0
1723,0
1724,1
1725,0
1726,1
1727,1
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,1
1736,0
1737,1
1738,0
1739,0
1740,1
1741,0
1742,2
1743,0
1744,1
1745,1
1746,1
1747,0
1748,0
1749,2
1750,1
1751,1
1752,1
1753,2
1754,1
1755,0
1756,0
1757,0
1758,1
1759,3
1760,0
1761,0
1762,2
1763,1
1764,2
1765,0
1766,0
1767,1
1768,0
1769,0
1770,1
1771,0
1772,0
1773,1
1774,0
1775,2
1776,0
1777,1
1778,0
1779,0
1780,1
1781,0
1782,1
1783,2
1784,0
1785,0
1786,1
1787,0
1788,3
1789,3
1790,2
1791,1
1792,1
1793,0
1794,0
1795,0
1796,0
1797,0
1798,2
1799,1
1800,1
1801,0
1802,0
1803,0
1804,2
1805,2
1806,0
1807,0
1808,1
1809,0
1810,1
1811,0
1812,1
1813,0
1814,2
1815,1
1816,1
1817,1
1818,1
1819,0
1820,0
1821,0
1822,0
1823,1
1824,1
1825,3
1826,1
1827,0
1828,1
1829,0
1830,0
1831,1
1832,1
1833,1
1834,1
1835,0
1836,1
1837,0
1838,1
1839,0
1840,0
1841,0
1842,0
1843,0
1844,1
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,1
1852,1
1853,2
1854,1
1855,3
1856,3
1857,0
1858,0
1859,1
1860,1
1861,0
1862,1
1863,0
1864,0
1865,0
1866,0
1867,1
1868,0
1869,0
1870,0
1871,1
1872,0
1873,1
1874,0
1875,0
1876,1
1877,0
1878,1
1879,0
1880,0
1881,0
1882,0
1883,1
1884,0
1885,0
1886,2
1887,1
1888,0
1889,1
1890,0
1891,1
1892,1
1893,1
1894,0
1895,0
1896,1
1897,1
1898,0
1899,0
1900,0
1901,0
1902,2
1903,0
1904,0
1905,1
1906,0
1907,0
1908,2
1909,1
1910,2
1911,0
1912,0
1913,1
1914,1
1915,0
1916,0
1917,1
1918,1
1919,1
1920,0
1921,0
1922,0
1923,1
1924,0
1925,0
1926,3
1927,0
1928,1
1929,1
1930,0
1931,1
1932,1
1933,0
1934,3
1935,0
1936,1
1937,1
1938,0
1939,3
1940,0
1941,1
1942,1
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0
1952,3
1953,1
1954,0
1955,1
1956,1
1957,0
1958,0
1959,1
1960,1
1961,1
1962,0
1963,1
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,1
1971,0
1972,0
1973,1
1974,1
1975,0
1976,0
1977,0
1978,0
1979,3
1980,1
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,1
1989,0
1990,0
1991,1
1992,0
1993,0
1994,0
1995,1
1996,0
1997,1
1998,1
1999,0
2000,1
2001,0
2002,0
2003,0
2004,0
2005,3
2006,0
2007,2
2008,2
2009,0
2010,0
2011,0
2012,1
2013,2
2014,0
2015,0
2016,1
2017,0
2018,0
2019,1
2020,0
2021,0
2022,0
2023,1
2024,0
2025,0
2026,0
2027,0
2028,1
2029,0
2030,1
2031,2
2032,0
2033,0
2034,1
2035,0
2036,0
2037,1
2038,0
2039,1
2040,0
2041,1
2042,0
2043,0
2044,1
2045,0
2046,1
2047,2
2048,0
2049,1
2050,1
2051,0
2052,0
2053,3
2054,0
2055,3
2056,0
2057,1
2058,0
2059,0
2060,0
2061,1
2062,1
2063,2
2064,2
2065,0
2066,0
2067,0
2068,0
2069,1
2070,1
2071,0
2072,0
2073,0
2074,0
2075,1
2076,1
2077,2
2078,1
2079,1
2080,0
2081,1
2082,0
2083,0
2084,1
2085,0
2086,2
2087,0
2088,0
2089,0
2090,0
2091,1
2092,0
2093,1
2094,0
2095,0
2096,1
2097,2
2098,0
2099,2
2100,0
2101,0
2102,1
2103,1
2104,1
2105,0
2106,0
2107,0
2108,0
2109,1
2110,1
2111,0
2112,0
2113,1
2114,0
2115,2
2116,1
2117,1
2118,1
2119,1
2120,2
2121,0
2122,1
2123,1
2124,1
2125,2
2126,1
2127,0
2128,0
2129,0
2130,0
2131,3
2132,0
2133,1
2134,1
2135,2
2136,1
2137,0
2138,2
2139,1
2140,0
2141,1
2142,1
2143,0
2144,0
2145,1
2146,0
2147,1
2148,0
2149,1
2150,1
2151,1
2152,0
2153,0
2154,1
2155,0
2156,0
2157,1
2158,0
2159,0
2160,0
2161,0
2162,1
2163,2
2164,1
2165,0
2166,0
2167,1
2168,0
2169,0
2170,0
2171,1
2172,0
2173,0
2174,1
2175,1
2176,1
2177,0
2178,0
2179,2
2180,0
2181,2
2182,0
2183,1
2184,0
2185,2
2186,0
2187,0
2188,2
2189,1
2190,1
2191,0
2192,0
2193,0
2194,0
2195,0
2196,1
2197,1
2198,0
2199,0
2200,0
2201,0
2202,2
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,1
2213,0
2214,1
2215,0
2216,2
2217,1
2218,1
2219,0
2220,0
2221,0
2222,0
2223,0
2224,1
2225,0
2226,1
2227,0
2228,1
2229,0
2230,1
2231,1
2232,0
2233,2
2234,2
2235,0
2236,1
2237,1
2238,0
2239,1
2240,0
2241,0
2242,0
2243,0
2244,0
2245,1
2246,0
2247,1
2248,0
2249,2
2250,0
2251,1
2252,0
2253,2
2254,0
2255,1
2256,1
2257,1
2258,0
2259,2
2260,1
2261,1
2262,0
2263,0
2264,1
2265,0
2266,1
2267,0
2268,0
2269,1
2270,0
2271,0
2272,0
2273,1
2274,0
2275,1
2276,0
2277,0
2278,0
2279,1
2280,0
2281,0
2282,0
2283,0
2284,1
2285,0
2286,0
2287,1
2288,1
2289,0
2290,0
2291,0
2292,1
2293,1
2294,2
2295,0
2296,2
2297,0
2298,1
2299,1
2300,0
2301,1
2302,1
2303,0
2304,1
2305,0
2306,2
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,1
2315,0
2316,0
2317,0
2318,0
2319,1
2320,1
2321,1
2322,1
2323,2
2324,1
2325,0
2326,2
2327,0
2328,1
2329,0
2330,2
2331,0
2332,0
2333,0
2334,2
2335,0
2336,0
2337,1
2338,0
2339,0
2340,1
2341,2
2342,0
2343,0
2344,1
2345,0
2346,2
2347,0
2348,0
2349,0
2350,1
2351,2
2352,0
2353,1
2354,1
2355,0
2356,1
2357,3
2358,1
2359,0
2360,1
2361,0
2362,1
2363,0
2364,1
2365,0
2366,0
2367,1
2368,1
2369,0
2370,0
2371,1
2372,1
2373,0
2374,2
2375,0
2376,1
2377,0
2378,2
2379,1
2380,1
2381,1
2382,1
2383,1
2384,1
2385,0
2386,2
2387,0
2388,1
2389,1
2390,2
2391,0
2392,1
2393,1
2394,0
2395,1
2396,0
2397,1
2398,1
2399,1
2400,3
2401,0
2402,3
2403,1
2404,1
2405,0
2406,1
2407,0
2408,0
2409,1
2410,1
2411,3
2412,1
2413,0
2414,0
2415,2
2416,0
2417,1
2418,1
2419,1
2420,1
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,1
2428,1
2429,1
2430,1
2431,0
2432,1
2433,0
2434,1
2435,0
2436,1
2437,0
2438,1
2439,1
2440,1
2441,0
2442,0
2443,2
2444,1
2445,0
2446,0
2447,1
2448,0
2449,0
2450,0
2451,0
2452,0
2453,1
2454,2
2455,0
2456,0
2457,0
2458,0
2459,1
2460,1
2461,0
2462,1
2463,1
2464,0
2465,0
2466,0
2467,0
2468,0
2469,1
2470,3
2471,1
2472,1
2473,0
2474,1
2475,0
2476,1
2477,0
2478,2
2479,0
2480,0
2481,1
2482,0
2483,0
2484,0
2485,0
2486,1
2487,1
2488,2
2489,0
2490,0
2491,1
2492,0
2493,1
2494,1
2495,0
2496,1
2497,0
2498,0
2499,1
2500,0
2501,3
2502,2
2503,2
2504,1
2505,0
2506,0
2507,3
2508,0
2509,1
2510,0
2511,0
2512,1
2513,0
2514,0
2515,1
2516,2
2517,0
2518,1
2519,0
2520,1
2521,2
2522,1
2523,0
2524,1
2525,1
2526,1
2527,0
2528,0
2529,1
2530,0
2531,1
2532,0
2533,1
2534,0
2535,0
2536,1
2537,2
2538,4
2539,2
2540,1
2541,0
2542,1
2543,0
2544,2
2545,2
2546,2
2547,0
2548,0
2549,0
2550,1
2551,0
2552,2
2553,0
2554,3
2555,0
2556,0
2557,0
2558,1
2559,0
2560,0
2561,1
2562,2
2563,0
2564,1
2565,0
2566,0
2567,0
2568,0
2569,1
2570,1
2571,0
2572,1
2573,0
2574,1
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,2
2587,0
2588,1
2589,1
2590,1
2591,1
2592,0
2593,1
2594,0
2595,0
2596,1
2597,1
2598,0
2599,1
2600,0
2601,0
2602,0
2603,1
2604,0
2605,0
2606,1
2607,1
2608,0
2609,0
2610,0
2611,1
2612,0
2613,0
2614,0
2615,1
2616,1
2617,0
2618,0
2619,1
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,3
2628,1
2629,2
2630,1
2631,1
2632,1
2633,2
2634,0
2635,0
2636,1
2637,2
2638,0
2639,1
2640,1
2641,0
2642,0
2643,1
2644,2
2645,1
2646,0
2647,0
2648,0
2649,1
2650,0
2651,1
2652,1
2653,0
2654,0
2655,0
2656,0
2657,0
2658,1
2659,0
2660,1
2661,0
2662,0
2663,0
2664,0
2665,2
2666,2
2667,0
2668,2
2669,1
2670,0
2671,0
2672,1
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,1
2681,0
2682,0
2683,2
2684,0
2685,1
2686,1
2687,0
2688,1
2689,1
2690,0
2691,0
2692,0
2693,1
2694,1
2695,2
2696,2
2697,0
2698,0
2699,0
2700,0
2701,0
2702,1
2703,0
2704,3
2705,1
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,1
2716,0
2717,0
2718,0
2719,0
2720,1
2721,1
2722,1
2723,0
2724,0
2725,1
2726,1
2727,1
2728,0
2729,1
2730,1
2731,1
2732,2
2733,2
2734,0
2735,0
2736,1
2737,0
2738,0
2739,0
2740,1
2741,1
2742,0
2743,0
2744,0
2745,0
2746,1
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,1
2757,0
2758,1
2759,0
2760,1
2761,0
2762,1
2763,0
2764,0
2765,0
2766,0
2767,0
2768,0
2769,0
2770,2
2771,0
2772,1
2773,0
2774,1
2775,1
2776,0
2777,1
2778,1
2779,4
2780,1
2781,1
2782,0
2783,1
2784,1
2785,1
2786,1
2787,0
2788,1
2789,1
2790,0
2791,0
2792,0
2793,1
2794,1
2795,0
2796,3
2797,0
2798,0
2799,1
2800,1
2801,1
2802,2
2803,1
2804,0
2805,0
2806,3
2807,1
2808,0
2809,0
2810,1
2811,0
2812,1
2813,1
2814,2
2815,1
2816,2
2817,2
2818,1
2819,0
2820,1
2821,0
2822,1
2823,0
2824,0
2825,0
2826,1
2827,1
2828,0
2829,1
2830,0
2831,1
2832,0
2833,1
2834,0
2835,0
2836,0
2837,1
2838,1
2839,0
2840,0
2841,1
2842,1
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,1
2850,1
2851,1
2852,1
2853,0
2854,1
2855,0
2856,1
2857,2
2858,0
2859,0
2860,3
2861,0
2862,0
2863,0
2864,2
2865,0
2866,2
2867,0
2868,0
2869,0
2870,1
2871,0
2872,0
2873,0
2874,0
2875,1
2876,1
2877,0
2878,1
2879,0
2880,1
2881,0
2882,1
2883,0
2884,0
2885,1
2886,1
2887,1
2888,0
2889,1
2890,1
2891,0
2892,0
2893,0
2894,0
2895,2
2896,0
2897,1
2898,0
2899,1
2900,1
2901,1
2902,3
2903,1
2904,0
2905,1
2906,1
2907,0
2908,1
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,0
2916,3
2917,0
2918,1
2919,0
2920,0
2921,0
2922,1
2923,0
2924,0
2925,1
2926,1
2927,1
2928,0
2929,0
2930,1
2931,0
2932,0
2933,0
2934,0
2935,1
2936,0
2937,1
2938,0
2939,0
2940,0
2941,1
2942,1
2943,0
2944,0
2945,0
2946,0
2947,1
2948,1
2949,0
2950,1
2951,1
2952,0
2953,0
2954,0
2955,0
2956,1
2957,1
2958,0
2959,0
2960,2
2961,1
2962,1
2963,0
2964,0
2965,1
2966,1
2967,0
2968,0
2969,0
2970,2
2971,0
2972,0
2973,3
2974,0
2975,1
2976,1
2977,0
2978,0
2979,0
2980,0
2981,2
2982,1
2983,0
2984,3
2985,0
2986,1
2987,1
2988,3
2989,1
2990,1
2991,0
2992,0
2993,0
